C4.started,C4.stopped,D.started,D.stopped,E.started,E.stopped,F.started,F.stopped,G.started,G.stopped,A.started,A.stopped,B.started,B.stopped,C5.started,C5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
17.925917719956487,None,17.925917719956487,None,17.925917719956487,None,17.925917719956487,None,17.925917719956487,None,17.925917719956487,None,17.925917719956487,None,17.925917719956487,None,,,,,,,
