C4.started,C4.stopped,D.started,D.stopped,E.started,E.stopped,F.started,F.stopped,G.started,G.stopped,A.started,A.stopped,B.started,B.stopped,C5.started,C5.stopped,Eb.started,Eb.stopped,Bb.started,Bb.stopped,Db.started,Db.stopped,participant,session,date,expName,psychopyVersion,frameRate,
78.01212925957516,None,48.455670659709725,None,81.0118840600364,None,82.5118436592631,None,84.01067366013304,None,85.50969705944881,None,87.01155156018213,None,88.51109966011718,None,49.954963859450075,None,71.43520815977827,None,79.51244255928323,None,,,,,,,
