C4.started,C4.stopped,D.started,D.stopped,E.started,E.stopped,F.started,F.stopped,G.started,G.stopped,A.started,A.stopped,B.started,B.stopped,C5.started,C5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.848325689509512,None,13.348470890149475,None,14.849470989964903,None,16.34755138978362,None,17.84752838984132,None,19.34655789025128,None,20.847908590175212,None,22.347464690171183,None,,,,,,,
