C4.started,C4.stopped,D.started,D.stopped,E.started,E.stopped,F.started,F.stopped,G.started,G.stopped,A.started,A.stopped,B.started,B.stopped,C5.started,C5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.135247830115258,None,16.635579929500818,None,18.134874129481613,None,19.634947529807686,None,21.135062729753553,None,22.63356852978468,None,24.1329013293609,25.133271399885416,25.634654530137777,None,,,,,,,
