C4.started,C4.stopped,D.started,D.stopped,E.started,E.stopped,F.started,F.stopped,G.started,G.stopped,A.started,A.stopped,B.started,B.stopped,C5.started,C5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.500314080342651,None,14.500314080342651,None,14.500314080342651,None,14.500314080342651,None,14.500314080342651,None,14.500314080342651,None,14.500314080342651,None,14.500314080342651,None,,,,,,,
