C4.started,C4.stopped,D.started,D.stopped,E.started,E.stopped,F.started,F.stopped,G.started,G.stopped,A.started,A.stopped,B.started,B.stopped,C5.started,C5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
55.41463335994631,None,56.91706375982612,None,58.41434445995837,None,59.91298475973308,None,61.414512359723446,None,62.916544059477744,None,64.41380515992641,None,65.91363625992089,None,,,,,,,
